Id,Rainfall,Temperature,Humidity,Water,Day,Mean,Date
621,1031,21,17,607,1,792,06-Oct-07
622,1144,20,25,532,2,802,07-Oct-07
623,1370,23,25,564,3,800,08-Oct-07
624,931,30,24,965,4,794,09-Oct-07
625,513,33,22,872,5,808,10-Oct-07
626,745,31,11,1153,6,800,11-Oct-07
627,800,28,11,1129,7,805,12-Oct-07
628,1484,19,14,544,1,794,13-Oct-07
629,1165,19,19,565,2,801,14-Oct-07
630,1075,19,16,519,3,805,15-Oct-07
631,1451,23,22,537,4,790,16-Oct-07
632,1205,21,17,539,5,793,17-Oct-07
633,1450,22,10,759,6,810,18-Oct-07
634,1484,22,25,680,7,809,19-Oct-07
635,1107,23,20,532,1,809,20-Oct-07
636,665,26,20,930,2,793,21-Oct-07
637,1142,23,11,610,3,808,22-Oct-07
638,1327,20,16,569,4,803,23-Oct-07
639,515,34,12,1013,5,810,24-Oct-07
640,1019,20,15,696,6,809,25-Oct-07
641,1276,23,18,653,7,792,26-Oct-07
642,881,27,14,933,1,806,27-Oct-07
643,947,29,12,931,2,802,28-Oct-07
644,939,29,20,889,3,810,29-Oct-07
645,1076,20,17,582,4,798,30-Oct-07
646,1133,19,23,521,5,798,31-Oct-07
647,1292,19,12,656,6,799,01-Nov-07
648,1309,20,14,765,7,803,02-Nov-07
649,782,25,15,1007,1,792,03-Nov-07
650,1432,22,15,550,2,804,04-Nov-07
651,1050,23,15,601,3,802,05-Nov-07
652,764,27,13,989,4,798,06-Nov-07
653,523,27,19,951,5,809,07-Nov-07
654,547,26,18,1128,6,800,08-Nov-07
655,1264,23,17,640,7,796,09-Nov-07
656,668,29,15,1007,1,806,10-Nov-07
657,671,33,21,906,2,792,11-Nov-07
658,1174,21,11,528,3,808,12-Nov-07
659,540,33,18,918,4,797,13-Nov-07
660,661,33,13,961,5,794,14-Nov-07
661,524,33,25,1031,6,801,15-Nov-07
662,978,26,19,1057,7,793,16-Nov-07
663,524,33,10,917,1,800,17-Nov-07
664,782,30,18,964,2,807,18-Nov-07
665,1020,19,17,613,3,810,19-Nov-07
666,1479,21,12,566,4,797,20-Nov-07
667,1438,20,14,559,5,792,21-Nov-07
668,823,29,10,1114,6,796,22-Nov-07
669,1327,20,16,768,7,808,23-Nov-07
670,1101,20,25,510,1,796,24-Nov-07
671,928,30,12,928,2,792,25-Nov-07
672,728,29,12,1016,3,807,26-Nov-07
673,791,26,22,886,4,805,27-Nov-07
674,1108,22,11,542,5,795,28-Nov-07
675,1223,22,12,697,6,791,29-Nov-07
676,927,27,25,1106,7,810,30-Nov-07
677,1241,23,17,555,1,796,01-Dec-07
678,897,34,11,936,2,806,02-Dec-07
679,1441,23,19,581,3,810,03-Dec-07
680,530,32,20,878,4,792,04-Dec-07
681,1408,22,23,545,5,798,05-Dec-07
682,717,33,21,1100,6,802,06-Dec-07
683,762,32,24,1083,7,797,07-Dec-07
684,964,26,18,944,1,807,08-Dec-07
685,1282,21,12,591,2,799,09-Dec-07
686,1260,22,24,496,3,803,10-Dec-07
687,913,30,10,1013,4,801,11-Dec-07
688,631,26,22,918,5,802,12-Dec-07
689,555,25,16,1127,6,810,13-Dec-07
690,559,33,23,1011,7,793,14-Dec-07
691,1050,19,13,576,1,800,15-Dec-07
692,883,29,15,985,2,800,16-Dec-07
693,1385,22,21,510,3,806,17-Dec-07
694,678,34,16,960,4,798,18-Dec-07
695,836,28,12,977,5,809,19-Dec-07
696,1215,23,19,757,6,803,20-Dec-07
697,511,33,14,1097,7,810,21-Dec-07
698,1026,20,12,533,1,808,22-Dec-07
699,705,25,20,888,2,793,23-Dec-07
700,586,32,12,1005,3,803,24-Dec-07
701,656,33,24,962,4,796,25-Dec-07
702,1176,22,23,486,5,796,26-Dec-07
703,1137,23,23,678,6,798,27-Dec-07
704,1333,21,22,576,7,801,28-Dec-07
705,1417,20,17,531,1,802,29-Dec-07
706,1025,19,13,579,2,793,30-Dec-07
707,829,28,11,963,3,803,31-Dec-07
708,1056,19,19,595,4,804,01-Jan-08
709,727,28,18,965,5,792,02-Jan-08
710,1170,22,21,670,6,798,03-Jan-08
711,955,28,19,1077,7,795,04-Jan-08
712,1474,23,20,515,1,800,05-Jan-08
713,640,33,22,880,2,802,06-Jan-08
714,795,29,20,921,3,808,07-Jan-08
715,567,33,22,941,4,796,08-Jan-08
716,867,32,13,995,5,807,09-Jan-08
717,791,32,13,1106,6,793,10-Jan-08
718,650,26,19,1144,7,798,11-Jan-08
719,1148,19,20,519,1,792,12-Jan-08
720,984,27,22,970,2,794,13-Jan-08
721,1387,20,21,540,3,792,14-Jan-08
722,975,33,23,875,4,809,15-Jan-08
723,1184,19,18,603,5,792,16-Jan-08
724,1095,19,21,677,6,794,17-Jan-08
725,1164,20,10,701,7,809,18-Jan-08
726,1071,21,18,528,1,805,19-Jan-08
727,812,25,10,941,2,800,20-Jan-08
728,986,33,14,927,3,790,21-Jan-08
729,1353,21,19,530,4,810,22-Jan-08
730,581,29,23,890,5,809,23-Jan-08
731,1285,23,24,644,6,807,24-Jan-08
732,706,33,14,1066,7,793,25-Jan-08
733,1082,19,21,489,1,802,26-Jan-08
734,934,27,19,958,2,808,27-Jan-08
735,604,27,18,957,3,796,28-Jan-08
736,669,33,14,947,4,801,29-Jan-08
737,655,31,17,992,5,795,30-Jan-08
738,1420,22,23,621,6,806,31-Jan-08
739,632,26,10,931,1,791,01-Feb-08
740,1259,23,14,596,2,792,02-Feb-08
741,666,32,14,967,3,807,03-Feb-08
742,807,25,18,928,4,807,04-Feb-08
743,837,25,25,931,5,793,05-Feb-08
744,543,29,22,1073,6,803,06-Feb-08
745,1018,22,15,744,7,805,07-Feb-08
746,663,31,23,944,1,797,08-Feb-08
747,678,27,20,960,2,804,09-Feb-08
748,874,28,20,936,3,804,10-Feb-08
749,1169,20,22,554,4,805,11-Feb-08
750,540,31,14,917,5,796,12-Feb-08
751,978,25,11,1080,6,798,13-Feb-08
752,712,31,25,1077,7,800,14-Feb-08
753,1474,21,25,480,1,800,15-Feb-08
754,1052,20,24,500,2,806,16-Feb-08
755,1125,22,12,520,3,806,17-Feb-08
756,974,34,10,947,4,800,18-Feb-08
757,1209,21,15,515,5,809,19-Feb-08
758,1207,23,12,719,6,806,20-Feb-08
759,1330,23,20,593,7,801,21-Feb-08
760,986,26,25,956,1,790,22-Feb-08
761,725,34,19,939,2,791,23-Feb-08
762,647,28,11,976,3,790,24-Feb-08
763,554,34,12,996,4,797,25-Feb-08
764,849,31,25,885,5,809,26-Feb-08
765,684,28,18,1033,6,798,27-Feb-08
766,993,27,18,1105,7,795,28-Feb-08
767,1436,21,10,516,1,800,29-Feb-08
768,1459,21,18,519,2,798,01-Mar-08
769,886,29,22,901,3,799,02-Mar-08
770,1344,20,20,561,4,791,03-Mar-08
771,596,31,13,1010,5,795,04-Mar-08
772,768,30,23,1098,6,790,05-Mar-08
773,781,30,21,1045,7,792,06-Mar-08
774,756,34,16,954,1,801,07-Mar-08
775,522,33,10,947,2,792,08-Mar-08
776,891,26,23,944,3,807,09-Mar-08
777,951,33,17,928,4,799,10-Mar-08
778,645,31,12,1018,5,794,11-Mar-08
779,709,32,22,1046,6,800,12-Mar-08
780,889,29,12,1057,7,802,13-Mar-08
781,1181,20,17,517,1,791,14-Mar-08
782,566,27,23,889,2,798,15-Mar-08
783,901,31,18,929,3,799,16-Mar-08
784,829,30,15,992,4,800,17-Mar-08
785,941,28,19,954,5,794,18-Mar-08
786,566,29,11,1083,6,798,19-Mar-08
787,994,26,17,1114,7,801,20-Mar-08
788,545,33,19,991,1,806,21-Mar-08
789,608,30,22,914,2,800,22-Mar-08
790,888,33,10,920,3,790,23-Mar-08
791,1357,21,10,586,4,806,24-Mar-08
792,1318,21,14,539,5,805,25-Mar-08
793,1003,23,19,774,6,801,26-Mar-08
794,1322,20,14,634,7,794,27-Mar-08
795,1113,23,25,478,1,801,28-Mar-08
796,1485,21,11,582,2,802,29-Mar-08
797,569,30,25,884,3,810,30-Mar-08
798,1399,21,21,514,4,806,31-Mar-08
799,1348,20,25,521,5,792,01-Apr-08
800,579,30,19,1176,6,801,02-Apr-08
801,1038,19,18,754,7,810,03-Apr-08
802,1179,21,21,525,1,790,04-Apr-08
803,829,33,15,987,2,797,05-Apr-08
804,1137,19,11,526,3,794,06-Apr-08
805,546,25,12,972,4,790,07-Apr-08
806,714,31,15,942,5,792,08-Apr-08
807,520,30,13,1160,6,792,09-Apr-08
808,845,32,11,1121,7,799,10-Apr-08
809,1028,20,18,551,1,800,11-Apr-08
810,788,32,14,1000,2,805,12-Apr-08
811,715,27,10,950,3,801,13-Apr-08
812,1386,20,21,570,4,793,14-Apr-08
813,728,26,20,890,5,805,15-Apr-08
814,1361,19,14,670,6,794,16-Apr-08
815,539,29,23,1042,7,808,17-Apr-08
816,974,28,19,992,1,805,18-Apr-08
817,1063,20,24,507,2,801,19-Apr-08
818,904,27,14,945,3,790,20-Apr-08
819,1199,21,12,545,4,805,21-Apr-08
820,623,30,21,930,5,803,22-Apr-08
821,881,29,19,1051,6,803,23-Apr-08
822,501,32,24,1092,7,804,24-Apr-08
823,1330,19,19,618,1,804,25-Apr-08
824,1121,22,12,532,2,798,26-Apr-08
825,1026,22,16,522,3,809,27-Apr-08
826,899,28,20,889,4,800,28-Apr-08
827,1263,21,10,560,5,810,29-Apr-08
828,1091,20,10,664,6,809,30-Apr-08
829,692,28,20,1070,7,793,01-May-08
830,933,25,13,958,1,807,02-May-08
831,1060,21,18,608,2,810,03-May-08
832,506,30,11,968,3,794,04-May-08
833,1430,23,14,540,4,801,05-May-08
834,678,27,24,942,5,810,06-May-08
835,1191,23,22,758,6,805,07-May-08
836,1062,21,16,704,7,800,08-May-08
837,945,26,12,933,1,799,09-May-08
838,1129,21,10,575,2,791,10-May-08
839,614,33,16,928,3,803,11-May-08
840,954,26,18,988,4,791,12-May-08
841,1266,20,24,517,5,810,13-May-08
842,1000,21,23,713,6,796,14-May-08
843,935,25,25,1073,7,792,15-May-08
844,1150,23,14,531,1,808,16-May-08
845,1439,20,19,595,2,803,17-May-08
846,1306,23,11,518,3,805,18-May-08
847,624,32,17,981,4,797,19-May-08
848,1156,23,25,523,5,802,20-May-08
849,1438,21,20,735,6,799,21-May-08
850,1407,21,17,648,7,799,22-May-08
851,969,31,22,901,1,802,23-May-08
852,1052,21,15,566,2,790,24-May-08
853,969,34,15,973,3,790,25-May-08
854,1189,22,10,597,4,795,26-May-08
855,1345,19,12,556,5,791,27-May-08
856,906,33,18,1102,6,801,28-May-08
857,880,28,16,1128,7,790,29-May-08
858,1157,20,24,505,1,801,30-May-08
859,595,26,15,942,2,810,31-May-08
860,1115,20,13,578,3,793,01-Jun-08
861,1194,20,14,595,4,795,02-Jun-08
862,772,29,17,926,5,805,03-Jun-08
863,1087,19,18,651,6,793,04-Jun-08
864,1371,23,18,668,7,796,05-Jun-08
865,1390,21,15,559,1,805,06-Jun-08
866,1133,20,24,479,2,800,07-Jun-08
867,1467,19,19,575,3,795,08-Jun-08
868,1348,23,24,558,4,796,09-Jun-08
869,519,30,23,880,5,810,10-Jun-08
870,912,27,25,1080,6,808,11-Jun-08
871,742,34,16,1061,7,798,12-Jun-08
872,873,33,23,873,1,800,13-Jun-08
873,948,32,18,922,2,808,14-Jun-08
874,1014,19,17,543,3,810,15-Jun-08
875,1341,19,18,560,4,794,16-Jun-08
876,655,27,20,904,5,803,17-Jun-08
877,725,33,16,1055,6,799,18-Jun-08
878,839,31,20,1099,7,800,19-Jun-08
879,1461,20,10,536,1,791,20-Jun-08
880,613,33,10,930,2,790,21-Jun-08
881,827,27,21,908,3,801,22-Jun-08
882,673,32,12,938,4,802,23-Jun-08
883,945,26,18,924,5,798,24-Jun-08
884,602,28,16,1195,6,796,25-Jun-08
885,1419,21,21,716,7,805,26-Jun-08
886,1377,20,10,581,1,797,27-Jun-08
887,798,29,14,968,2,807,28-Jun-08
888,1275,23,24,506,3,804,29-Jun-08
889,965,28,17,1004,4,790,30-Jun-08
890,1248,20,24,539,5,801,01-Jul-08
891,1332,21,18,716,6,800,02-Jul-08
892,870,26,13,1094,7,790,03-Jul-08
893,1211,21,12,597,1,808,04-Jul-08
894,560,26,19,919,2,800,05-Jul-08
895,1433,23,20,471,3,797,06-Jul-08
896,677,25,18,983,4,801,07-Jul-08
897,1002,21,11,582,5,793,08-Jul-08
898,776,34,17,1057,6,809,09-Jul-08
899,1014,20,12,721,7,805,10-Jul-08
900,687,32,20,942,1,800,11-Jul-08
901,1241,19,14,566,2,809,12-Jul-08
902,1331,23,17,587,3,808,13-Jul-08
903,785,34,12,1009,4,790,14-Jul-08
904,1192,19,13,598,5,802,15-Jul-08
905,1353,23,22,707,6,802,16-Jul-08
906,1226,19,14,657,7,810,17-Jul-08
907,1417,23,19,556,2,805,18-Jul-08
908,1003,23,11,527,3,793,19-Jul-08
909,746,33,18,929,4,810,20-Jul-08
910,1473,23,13,560,5,803,21-Jul-08
911,819,27,12,1087,6,790,22-Jul-08
912,993,28,24,1035,7,800,23-Jul-08
913,636,25,20,881,1,806,24-Jul-08
914,1176,23,19,610,2,794,25-Jul-08
915,973,30,10,970,3,795,26-Jul-08
916,548,25,11,944,4,794,27-Jul-08
917,518,32,21,934,5,794,28-Jul-08
918,553,25,12,1130,6,797,29-Jul-08
919,1221,23,16,723,7,793,30-Jul-08
920,1049,20,14,574,1,801,31-Jul-08
921,1461,23,15,611,2,798,01-Aug-08
922,794,25,22,971,3,802,02-Aug-08
923,897,31,22,961,4,800,03-Aug-08
924,885,33,23,957,5,798,04-Aug-08
925,1123,21,14,679,6,799,05-Aug-08
926,1462,21,15,684,7,810,06-Aug-08
927,548,31,11,971,1,810,07-Aug-08
928,583,34,23,916,2,801,08-Aug-08
929,815,29,18,961,3,810,09-Aug-08
930,1008,21,22,491,4,805,10-Aug-08
931,595,33,19,953,5,805,11-Aug-08
932,1452,22,17,669,6,799,12-Aug-08
933,518,34,15,1129,7,800,13-Aug-08
934,831,27,20,933,1,796,14-Aug-08
935,993,29,15,966,2,797,15-Aug-08
936,734,27,18,999,3,796,16-Aug-08
937,1160,21,14,599,4,797,17-Aug-08
938,1115,20,24,565,5,799,18-Aug-08
939,1439,21,21,704,6,797,19-Aug-08
940,1219,20,16,685,7,795,20-Aug-08
941,1003,23,23,478,1,809,21-Aug-08
942,558,28,17,1001,2,802,22-Aug-08
943,1398,19,16,543,3,802,23-Aug-08
944,902,33,16,960,4,804,24-Aug-08
945,1354,23,15,593,5,795,25-Aug-08
946,1418,19,21,668,6,807,26-Aug-08
947,1258,20,17,752,7,801,27-Aug-08
948,946,30,10,1005,1,804,28-Aug-08
949,658,27,12,976,2,798,29-Aug-08
950,1477,21,16,579,3,808,30-Aug-08
951,902,30,18,938,4,798,31-Aug-08
952,1323,22,13,599,5,805,01-Sep-08
953,969,29,14,1131,6,801,02-Sep-08
954,874,25,23,1095,7,810,03-Sep-08
955,1342,21,13,528,1,803,04-Sep-08
956,987,30,21,959,2,803,05-Sep-08
957,504,34,17,999,3,808,06-Sep-08
958,1227,22,12,561,4,808,07-Sep-08
959,1373,20,21,531,5,802,08-Sep-08
960,1447,19,18,706,6,797,09-Sep-08
961,1332,22,14,671,7,803,10-Sep-08
962,945,26,25,902,1,800,11-Sep-08
963,958,26,20,904,2,792,12-Sep-08
964,728,26,13,935,3,810,13-Sep-08
965,520,29,20,897,4,805,14-Sep-08
966,691,33,17,976,5,807,15-Sep-08
967,1124,22,20,640,6,791,16-Sep-08
968,554,33,19,1062,7,797,17-Sep-08
969,946,30,23,956,1,792,18-Sep-08
970,1125,22,13,580,2,801,19-Sep-08
971,1405,21,22,503,3,791,20-Sep-08
972,1113,22,23,528,4,802,21-Sep-08
973,758,30,16,949,5,805,22-Sep-08
974,714,25,22,1160,6,801,23-Sep-08
975,1344,21,16,673,7,808,24-Sep-08
976,665,29,21,915,1,796,25-Sep-08
977,866,28,24,893,2,808,26-Sep-08
978,1189,22,12,567,3,807,27-Sep-08
979,1127,23,12,615,4,800,28-Sep-08
980,636,28,16,976,5,798,29-Sep-08
981,1122,22,11,718,6,799,30-Sep-08
982,915,30,12,1124,7,792,01-Oct-08
983,1184,23,14,553,1,799,02-Oct-08
984,1393,23,12,575,2,799,03-Oct-08
985,688,26,19,947,3,798,04-Oct-08
986,931,33,19,998,4,794,05-Oct-08
987,1474,23,18,606,5,807,06-Oct-08
988,593,34,12,1133,6,803,07-Oct-08
989,1122,23,24,674,7,805,08-Oct-08
990,1344,19,21,521,1,806,09-Oct-08
991,1349,19,15,559,2,801,10-Oct-08
992,973,32,10,977,3,795,11-Oct-08
993,800,31,15,956,4,795,12-Oct-08
994,1427,21,22,550,5,791,13-Oct-08
995,1378,22,22,694,6,792,14-Oct-08
996,1171,21,14,718,7,799,15-Oct-08
997,932,25,13,950,1,794,16-Oct-08
998,1354,22,12,583,2,810,17-Oct-08
999,932,31,15,983,3,796,18-Oct-08
1000,1172,23,23,571,4,802,19-Oct-08
1001,680,30,13,983,5,806,20-Oct-08
1002,762,27,18,1065,6,790,21-Oct-08
1003,1134,20,23,630,7,791,22-Oct-08
1004,595,25,22,957,1,798,23-Oct-08
1005,1132,20,17,558,2,803,24-Oct-08
1006,1495,20,18,566,3,809,25-Oct-08
1007,797,30,11,974,4,795,26-Oct-08
1008,1155,23,24,482,5,791,27-Oct-08
1009,640,34,20,996,6,800,28-Oct-08
1010,1294,23,23,695,7,795,29-Oct-08
1011,552,34,14,985,1,802,30-Oct-08
1012,604,29,17,1013,2,803,31-Oct-08
1013,1197,22,23,558,3,807,01-Nov-08
1014,866,25,15,968,4,800,02-Nov-08
1015,855,29,21,967,5,803,03-Nov-08
1016,1080,21,25,719,6,805,04-Nov-08
1017,1197,19,17,766,7,790,05-Nov-08
1018,717,27,11,922,1,793,06-Nov-08
1019,527,32,24,894,2,800,07-Nov-08
1020,507,29,10,989,3,806,08-Nov-08
1021,783,33,23,935,4,795,09-Nov-08
1022,833,30,11,953,5,803,10-Nov-08
1023,1334,21,22,654,6,795,11-Nov-08
1024,1441,23,14,685,7,808,12-Nov-08
1025,987,29,11,970,1,798,13-Nov-08
1026,941,25,22,917,2,800,14-Nov-08
1027,621,25,11,991,3,792,15-Nov-08
1028,906,28,24,928,4,790,16-Nov-08
1029,620,32,12,937,5,797,17-Nov-08
1030,917,32,15,1092,6,793,18-Nov-08
1031,1218,20,12,746,7,792,19-Nov-08
1032,1238,20,18,575,1,810,20-Nov-08
1033,1420,23,18,537,2,804,21-Nov-08
1034,660,34,13,979,3,805,22-Nov-08
1035,1133,19,16,591,4,804,23-Nov-08
1036,1058,21,19,595,5,793,24-Nov-08
1037,1104,20,10,742,6,795,25-Nov-08
1038,1174,21,24,686,7,791,26-Nov-08
1039,945,27,24,908,1,808,27-Nov-08
1040,935,26,15,989,2,794,28-Nov-08
1041,1308,20,13,527,3,806,29-Nov-08
1042,664,29,10,1004,4,803,30-Nov-08
1043,1377,19,10,516,5,795,01-Dec-08
1044,1364,20,18,702,6,801,02-Dec-08
1045,1111,19,13,748,7,791,03-Dec-08
1046,1487,21,10,565,1,801,04-Dec-08
1047,1001,20,12,617,2,797,05-Dec-08
1048,1325,20,16,593,3,795,06-Dec-08
1049,561,34,21,947,4,799,07-Dec-08
1050,625,29,18,925,5,803,08-Dec-08
1051,1474,21,19,798,6,809,09-Dec-08
1052,776,28,14,1104,7,803,10-Dec-08
1053,887,32,13,958,1,802,11-Dec-08
1054,695,34,25,951,2,790,12-Dec-08
1055,1189,19,15,563,3,806,13-Dec-08
1056,1014,19,13,518,4,796,14-Dec-08
1057,1470,23,16,513,5,800,15-Dec-08
1058,867,31,14,1114,6,809,16-Dec-08
1059,523,30,24,1106,7,810,17-Dec-08
1060,765,34,15,945,1,798,18-Dec-08
1061,725,33,22,914,2,801,19-Dec-08
1062,1001,21,24,520,3,790,20-Dec-08
1063,1217,23,19,587,4,807,21-Dec-08
1064,946,26,13,942,5,793,22-Dec-08
1065,875,27,22,1114,6,792,23-Dec-08
1066,1047,19,10,749,7,798,24-Dec-08
1067,796,31,19,997,1,804,25-Dec-08
1068,573,30,25,893,2,792,26-Dec-08
1069,530,27,15,966,3,804,27-Dec-08
1070,780,33,18,990,4,805,28-Dec-08
1071,1022,22,21,495,5,809,29-Dec-08
1072,1343,19,23,705,6,801,30-Dec-08
1073,801,28,22,1126,7,810,31-Dec-08
1074,1210,20,22,539,1,803,01-Jan-09
1075,1285,20,21,554,3,807,02-Jan-09
1076,1094,20,25,542,4,796,03-Jan-09
1077,1261,21,16,558,5,802,04-Jan-09
1078,811,33,22,1008,6,805,05-Jan-09
1079,1082,23,16,710,7,810,06-Jan-09
1080,525,26,20,961,1,800,07-Jan-09
1081,555,34,19,925,2,793,08-Jan-09
1082,746,28,22,972,3,795,09-Jan-09
1083,1204,21,25,518,4,799,10-Jan-09
1084,996,33,17,995,5,799,11-Jan-09
1085,1429,20,22,702,6,806,12-Jan-09
1086,648,30,14,1129,7,802,13-Jan-09
1087,852,27,12,921,1,804,14-Jan-09
1088,1336,19,20,490,2,790,15-Jan-09
1089,1372,20,18,525,3,795,16-Jan-09
1090,695,30,19,937,4,798,17-Jan-09
1091,1259,19,16,575,5,810,18-Jan-09
1092,1230,20,12,771,6,796,19-Jan-09
1093,706,32,15,1133,7,802,20-Jan-09
1094,1128,23,23,491,1,810,21-Jan-09
1095,576,27,16,965,2,792,22-Jan-09
1096,911,25,24,935,3,792,23-Jan-09
1097,808,26,20,922,4,800,24-Jan-09
1098,600,29,16,1005,5,794,25-Jan-09
1099,1166,21,14,756,6,801,26-Jan-09
1100,1194,22,10,685,7,801,27-Jan-09
1101,1187,21,22,512,1,805,28-Jan-09
1102,1386,22,21,522,2,792,29-Jan-09
1103,598,30,12,1009,3,796,30-Jan-09
1104,1248,21,22,492,4,798,31-Jan-09
1105,1065,19,12,567,5,799,01-Feb-09
1106,1409,20,18,701,6,794,02-Feb-09
1107,567,25,11,1198,7,795,03-Feb-09
1108,1240,23,16,519,1,810,04-Feb-09
1109,809,31,19,996,2,800,05-Feb-09
1110,1093,19,16,611,3,793,06-Feb-09
1111,1047,23,16,557,4,798,07-Feb-09
1112,1130,23,20,508,5,793,08-Feb-09
1113,532,27,19,1195,6,806,09-Feb-09
1114,515,33,20,1164,7,794,10-Feb-09
1115,1017,21,18,562,1,810,11-Feb-09
1116,1266,20,17,519,2,800,12-Feb-09
1117,552,26,19,976,3,799,13-Feb-09
1118,603,28,23,892,4,810,14-Feb-09
1119,777,27,14,925,5,799,15-Feb-09
1120,1367,20,19,687,6,793,16-Feb-09
1121,1456,19,17,761,7,791,17-Feb-09
1122,639,33,24,880,1,804,18-Feb-09
1123,1495,21,12,538,2,809,19-Feb-09
1124,806,27,14,990,3,806,20-Feb-09
1125,975,34,18,992,4,798,21-Feb-09
1126,1210,20,17,585,5,809,22-Feb-09
1127,836,26,19,1112,6,804,23-Feb-09
1128,902,28,10,1071,7,794,24-Feb-09
1129,1449,22,25,482,1,796,25-Feb-09
1130,1026,21,12,575,2,805,26-Feb-09
1131,978,26,14,1000,3,793,27-Feb-09
1132,1082,20,25,499,4,790,28-Feb-09
1133,1329,21,17,595,5,792,01-Mar-09
1134,1399,21,11,696,6,803,02-Mar-09
1135,1301,20,15,789,7,792,03-Mar-09
1136,617,30,20,899,1,809,04-Mar-09
1137,963,26,21,898,2,805,05-Mar-09
1138,1014,19,15,577,3,798,06-Mar-09
1139,735,25,20,941,4,792,07-Mar-09
1140,921,31,22,907,5,800,08-Mar-09
1141,1381,23,12,639,6,801,09-Mar-09
1142,951,25,11,1052,7,804,10-Mar-09
1143,1007,20,11,515,1,802,11-Mar-09
1144,1360,23,18,610,2,805,12-Mar-09
1145,1411,19,23,551,3,802,13-Mar-09
1146,1395,20,16,612,4,810,14-Mar-09
1147,1179,19,18,579,5,808,15-Mar-09
1148,676,26,17,1091,6,792,16-Mar-09
1149,867,31,13,1124,7,790,17-Mar-09
1150,1293,21,20,525,1,794,18-Mar-09
1151,712,29,11,988,2,792,19-Mar-09
1152,1000,19,25,574,3,807,20-Mar-09
1153,1042,19,10,524,4,804,21-Mar-09
1154,663,27,13,1007,5,794,22-Mar-09
1155,1416,21,19,727,6,803,23-Mar-09
1156,1393,22,22,632,7,800,24-Mar-09
1157,1254,19,10,514,1,796,25-Mar-09
1158,1395,22,21,480,2,795,26-Mar-09
1159,1073,19,23,552,3,794,27-Mar-09
1160,843,29,17,982,4,790,28-Mar-09
1161,1041,19,25,570,5,807,29-Mar-09
1162,1343,22,16,704,6,795,30-Mar-09
1163,1269,19,15,736,7,790,31-Mar-09
1164,945,25,10,939,1,803,01-Apr-09
1165,1201,22,13,513,2,809,02-Apr-09
1166,637,34,17,1015,3,799,03-Apr-09
1167,1073,21,12,534,4,800,04-Apr-09
1168,779,32,10,944,5,794,05-Apr-09
1169,1013,23,10,701,6,808,06-Apr-09
1170,1158,22,17,718,7,795,07-Apr-09
1171,1115,23,25,501,1,797,08-Apr-09
1172,1160,21,12,615,2,800,09-Apr-09
1173,829,32,13,983,3,793,10-Apr-09
1174,1166,21,19,608,4,791,11-Apr-09
1175,1199,23,22,553,5,810,12-Apr-09
1176,1166,19,14,728,6,791,13-Apr-09
1177,1007,20,10,646,7,810,14-Apr-09
1178,1082,20,16,580,1,806,15-Apr-09
1179,529,26,16,937,2,806,16-Apr-09
1180,1163,22,11,554,3,806,17-Apr-09
1181,719,30,14,986,4,792,18-Apr-09
1182,753,25,15,920,5,790,19-Apr-09
1183,503,30,18,1123,6,794,20-Apr-09
1184,520,26,25,1078,7,806,21-Apr-09
1185,1235,19,23,494,1,793,22-Apr-09
1186,916,32,22,881,2,809,23-Apr-09
1187,1087,20,19,586,3,808,24-Apr-09
1188,969,33,11,998,4,798,25-Apr-09
1189,1214,20,23,524,5,791,26-Apr-09
1190,1185,20,15,731,6,799,27-Apr-09
1191,719,27,16,1071,7,800,28-Apr-09
1192,1333,21,23,484,1,805,29-Apr-09
1193,563,30,16,946,2,804,30-Apr-09
1194,793,31,13,990,3,797,01-May-09
1195,1448,21,21,524,4,792,02-May-09
1196,1430,20,22,479,5,810,03-May-09
1197,1360,20,14,658,6,803,04-May-09
1198,768,29,13,1098,7,806,05-May-09
1199,1373,23,22,501,1,803,06-May-09
1200,614,25,10,923,2,801,07-May-09
1201,1028,21,11,582,3,803,08-May-09
1202,896,29,17,933,4,792,09-May-09
1203,1230,20,25,492,5,808,10-May-09
1204,999,29,14,1139,6,804,11-May-09
1205,792,26,10,1197,7,805,12-May-09
1206,1064,19,13,604,1,810,13-May-09
1207,1142,23,18,594,2,798,14-May-09
1208,1087,22,10,543,3,792,15-May-09
1209,913,30,20,904,4,793,16-May-09
1210,650,33,25,944,5,793,17-May-09
1211,1096,19,22,642,6,794,18-May-09
1212,1073,19,25,705,7,790,19-May-09
1213,592,25,18,944,1,804,20-May-09
1214,635,28,17,1006,2,794,21-May-09
1215,1297,23,13,602,3,801,22-May-09
1216,631,26,23,946,4,808,23-May-09
1217,1196,22,20,527,5,810,24-May-09
1218,961,29,10,1152,6,800,25-May-09
1219,1100,19,23,722,7,791,26-May-09
1220,1298,20,11,618,1,796,27-May-09
1221,1354,21,22,575,2,809,28-May-09
1222,1275,20,13,591,3,801,29-May-09
1223,644,27,20,914,4,805,30-May-09
1224,1081,19,12,541,5,800,31-May-09
1225,736,32,20,1058,6,805,01-Jun-09
1226,1134,20,12,704,7,807,02-Jun-09
1227,569,32,16,921,1,804,03-Jun-09
1228,1238,20,18,525,2,808,04-Jun-09
1229,1100,23,18,567,3,809,05-Jun-09
1230,682,34,19,949,4,806,06-Jun-09
1231,1337,22,10,530,5,810,07-Jun-09
